SEQN,RIAGENDR,RIDAGEYR,DMDMARTZ,RIDEXPRG,WTINTPRP,WTMECPRP,INDFMPIR
109824,2,10,,,4838.753855,0,
109825,1,22,3,,62164.7303,68640.95565,0.41
109826,1,1,,,18489.28441,22014.09394,
109827,2,1,,,5307.038866,6126.194169,
109828,1,34,1,,14377.21817,15902.16045,5
109829,2,13,,,5923.252662,6291.56336,1.26
109830,1,2,,,2607.557952,2814.402731,1.13
109831,1,50,1,,113475.6875,129350.6312,3.79
109832,1,5,,,13334.13184,14983.60135,0.61
109833,1,6,,,14959.57019,0,3.39
109834,2,11,,,11953.01078,12955.55747,1.7
109835,1,11,,,4780.736782,0,
109836,1,30,1,,8896.920072,9832.401443,1.44
109837,2,18,,,23963.73363,24254.18498,4.01
109838,1,5,,,15136.20454,17935.13008,5
109839,2,66,2,,7194.728436,7404.206305,1.13
109840,2,10,,,9303.342229,10018.56032,0.17
109841,2,54,1,,31885.70403,30742.2106,1.42
109842,1,14,,,15266.48299,17220.08332,1.26
109843,1,35,3,,45336.01657,48762.68045,2.89
109844,1,59,2,,17414.37221,18905.24137,2.88
109845,2,77,2,,72651.78958,80180.03568,2.32
109846,1,80,1,,11404.25465,0,
109847,1,15,,,19611.31772,21351.34606,0.49
109848,1,14,,,11385.8072,12148.64876,1.73
109849,2,3,,,20516.22815,23291.23361,0.3
109850,2,50,1,,18227.48651,18167.32721,5
109851,2,6,,,11394.01267,12133.46775,0.56
109852,2,20,3,2,31330.99939,34847.81167,
109853,2,7,,,8778.487252,9272.463736,0.89
109854,1,67,2,,44640.41122,47919.22219,
109855,1,29,1,,9366.78483,10255.85173,0.8
109856,2,54,2,,8671.529417,8494.414609,1.07
109857,1,74,1,,7426.753336,8088.422293,1.71
109858,2,14,,,11436.72376,12474.16651,5
109859,2,13,,,4241.232271,4833.762956,0.69
109860,2,25,3,2,23272.95257,24637.51424,4.65
109861,2,0,,,5439.017697,5906.344675,1.7
109862,2,41,1,2,8918.237837,8492.748882,
109863,2,64,1,,6230.578816,6533.046006,1.64
109864,2,75,1,,50939.25676,55916.55091,5
109865,2,33,3,3,4510.170318,4820.823433,0.36
109866,2,28,1,2,16832.92793,17511.77709,4.05
109867,1,55,2,,52389.90656,57595.40423,0.58
109868,2,55,1,,12381.89198,12473.76041,1.5
109869,1,75,1,,24266.53322,26917.57098,4.44
109870,1,0,,,5869.152545,6492.233584,4.55
109871,1,46,1,,5466.32531,0,
109872,2,38,3,3,7406.19383,7810.011614,0.78
109873,2,18,,,11783.01951,12591.17736,0.17
109874,1,55,1,,24885.10943,24881.94387,5
109875,1,0,,,7607.937159,8677.001244,0.87
109876,2,80,2,,18458.06548,26695.65478,4.21
109877,1,41,2,,5412.880275,5799.319581,5
109878,1,19,,,40406.92563,44876.97821,5
109879,2,60,1,,6012.538308,6460.496597,5
109880,1,13,,,7581.125009,7457.1583,0.6
109881,1,48,1,,10546.91317,10731.67528,5
109882,2,14,,,7954.562077,8424.029273,
109883,1,1,,,15190.21254,17196.30686,
109884,2,45,1,,34344.24473,37168.87374,5
109885,1,9,,,17299.02273,19499.9846,
109886,1,64,2,,16136.26686,17310.68593,
109887,1,25,1,,11894.39969,13129.33838,3.19
109888,1,8,,,4319.380641,4986.146387,1.32
109889,2,8,,,8939.670188,9958.014555,4.85
109890,1,4,,,47823.04109,55954.43102,5
109891,2,80,2,,16937.5486,19296.44925,2.06
109892,1,53,1,,23972.67076,0,1.82
109893,2,20,3,2,12093.92479,12870.25755,1.16
109894,2,32,2,2,20558.64911,21634.71151,1.82
109895,1,21,3,,10857.35012,11425.94855,
109896,2,1,,,19605.3263,22241.98125,2.72
109897,1,80,1,,4053.830037,4197.738915,1.39
109898,2,48,2,,17408.38394,17238.13208,1.88
109899,1,7,,,3670.384545,0,2.41
109900,2,80,1,,15011.194,17041.32542,5
109901,1,80,1,,11998.10604,14801.76745,1.69
109902,2,75,2,,7665.329124,8400.22987,1.78
109903,1,53,1,,9988.041863,11088.2249,5
109904,2,1,,,13702.52697,14703.18931,1.44
109905,2,52,2,,30533.58755,33236.47369,
109906,1,10,,,4927.08301,5502.206917,4.58
109907,1,6,,,12964.40806,15854.26881,0.8
109908,1,80,2,,19219.1572,24373.15799,5
109909,2,16,,,9498.657735,0,1.5
109910,1,16,,,7638.472713,8005.313321,3.74
109911,1,13,,,9212.80915,9847.121769,
109912,2,43,1,3,13111.59421,0,
109913,2,52,3,,15202.46664,16412.66085,2.07
109914,2,2,,,3979.174951,4407.538198,1.43
109915,1,58,1,,16559.16438,16571.91808,5
109916,1,25,1,,12311.25066,13260.49046,3.37
109917,2,54,2,,81968.52403,89347.86127,4
109918,1,66,1,,5419.017253,5989.85959,
109919,2,45,1,,14354.77052,14700.04456,
109920,1,6,,,14257.10932,15013.91103,1.64
109921,2,58,1,,12110.52006,12616.40113,5
109922,2,42,2,2,45558.02307,51928.86082,0.51
109923,2,5,,,16402.62718,18942.66257,0.33
109924,1,10,,,2130.385421,2269.94175,1.3
109925,2,8,,,3280.980411,3985.886689,5
109926,2,45,1,,15820.54256,16850.75131,
109927,2,4,,,7311.924609,7938.715595,0.37
109928,2,0,,,8793.523174,9090.12497,0.15
109929,1,13,,,20650.75608,22484.07595,3.23
109930,1,51,1,,12989.21355,14124.50678,5
109931,2,40,1,2,22832.6167,24048.22051,1.14
109932,1,72,1,,68952.03975,74511.37711,4.62
109933,2,9,,,85053.35021,103775.41,5
109934,2,35,1,2,8390.909773,9203.238302,0.65
109935,2,9,,,9802.699248,10663.42155,1.3
109936,1,4,,,23698.06501,28215.87996,1.54
109937,1,74,2,,14401.41578,15131.86978,3.38
109938,2,34,3,2,71862.78705,73776.57572,2.59
109939,2,37,1,2,14683.64933,15760.39879,
109940,2,57,1,,13441.35766,15015.15354,0.86
109941,2,57,1,,9291.317244,9311.446524,2.49
109942,2,79,2,,33007.85751,38822.91396,3.09
109943,1,9,,,6428.808332,7420.846057,4.9
109944,2,12,,,16454.34825,22932.48487,1.26
109945,1,32,1,,26635.41216,27383.63879,5
109946,2,43,1,2,98904.36095,117103.0728,2.32
109947,1,64,2,,3068.16149,3175.646865,
109948,2,0,,,3498.672835,3812.81715,0.19
109949,1,33,1,,14508.53427,0,5
109950,1,5,,,9402.131108,0,1.33
109951,1,9,,,3851.605942,4285.56755,0.12
109952,1,61,1,,34639.16097,0,5
109953,2,36,1,3,13981.90615,0,4.81
109954,1,2,,,7939.838024,8922.01826,2.64
109955,1,0,,,6083.381008,6950.507662,0.69
109956,2,1,,,4788.761401,5489.422287,2.11
109957,2,64,1,,12558.18215,13666.72034,2.38
109958,1,6,,,6530.323581,0,5
109959,2,80,2,,12729.447,14164.37623,2.36
109960,1,59,1,,8844.836547,9057.074341,5
109961,2,50,1,,10556.63454,10488.39485,5
109962,1,76,1,,25773.24732,28282.80445,4.64
109963,2,48,1,,14610.37475,15253.87353,0.88
109964,2,10,,,25308.78614,27382.04267,2.64
109965,1,10,,,2782.300161,2964.561827,1.18
109966,1,68,1,,5300.704799,5619.638793,5
109967,1,2,,,12044.98895,14129.90408,0.83
109968,1,47,1,,19753.61809,20629.79695,
109969,2,48,2,,26036.72824,26822.66869,1.72
109970,2,0,,,8323.272314,8943.779646,
109971,2,58,2,,11902.98932,13094.83952,1.08
109972,2,41,1,2,15023.75538,16217.25083,0.12
109973,1,6,,,4549.114768,5210.811394,
109974,1,0,,,7037.380216,7872.776233,0.49
109975,2,39,1,2,26297.26947,27817.27985,5
109976,1,58,1,,7005.432026,7505.567657,0
109977,2,53,1,,19758.16783,22722.17729,
109978,2,30,1,2,19206.47472,20882.725,3.18
109979,2,31,1,2,16017.82325,16535.24863,4.19
109980,1,18,,,13609.54966,13824.13555,3.68
109981,2,68,2,,2957.193502,3204.885238,1.1
109982,2,7,,,16316.00138,16891.79259,
109983,1,7,,,32459.68017,35982.61957,5
109984,2,1,,,8167.136983,7909.333474,
109985,2,9,,,20552.53459,22956.44026,1.24
109986,1,80,1,,7536.130269,0,1.66
109987,2,59,3,,52136.54878,56881.22423,5
109988,2,6,,,16355.39472,18630.63698,4.25
109989,1,3,,,9423.369432,10374.27145,
109990,1,66,2,,7086.70958,7334.97475,0.74
109991,1,50,2,,205108.3464,231057.4296,2.47
109992,1,55,1,,17021.39595,19124.834,3.79
109993,1,1,,,27685.32532,32392.68333,5
109994,2,73,1,,74939.24174,79444.07356,2.83
109995,1,12,,,5888.856866,0,2.41
109996,2,4,,,15800.25851,17650.19156,
109997,1,27,1,,20065.18138,23088.61288,5
109998,2,11,,,25104.68303,27035.79328,3.01
109999,1,47,1,,9292.380758,9537.452351,2.55
110000,2,12,,,9305.192481,0,1.04
110001,2,7,,,12657.70201,14229.34711,2.52
110002,1,16,,,8685.615405,8626.895228,3.88
110003,2,16,,,9367.165741,9557.498422,3.4
110004,2,20,3,2,41959.0953,45151.22931,5
110005,2,45,3,,7492.474889,8439.159538,0.95
110006,2,80,1,,23127.55837,26811.18047,1.46
110007,2,63,1,,27985.51088,32591.01233,1.06
110008,2,14,,,24215.30796,25867.46787,1.28
110009,1,16,,,16863.33278,17573.25395,0.53
110010,2,55,1,,93070.25151,101338.4408,5
110011,1,25,1,,12632.69012,13379.95581,1.59
110012,2,56,1,,62624.79396,61399.54641,4.93
110013,2,4,,,23848.7195,25684.78752,2.25
110014,2,11,,,22300.22216,25036.92429,1.42
110015,2,52,1,,16241.83647,16056.12073,1.52
110016,2,29,3,2,13778.11926,14779.48116,0.73
110017,1,6,,,6013.254833,6526.230099,1
110018,2,20,3,2,76582.71115,81062.26868,1.99
110019,1,11,,,3851.654718,4007.780053,
110020,2,16,,,14944.61531,16067.97458,1.74
110021,2,25,1,2,27723.40696,30527.85692,0.78
110022,2,16,,,15870.19167,16629.37098,1.53
110023,2,62,2,,35692.50071,38999.17616,1.88
110024,1,9,,,4883.847511,5414.528816,
110025,1,0,,,4558.096866,5062.095743,0.04
110026,1,6,,,4087.294421,4589.427041,
110027,2,22,1,2,44617.59922,47961.82858,2.79
110028,2,23,1,2,13004.38033,14497.75548,0.99
110029,1,42,1,,15810.48176,15885.36642,5
110030,2,27,3,2,39993.23213,43392.82655,1.09
110031,2,5,,,25629.77732,28474.99819,5
110032,2,80,2,,29049.63006,0,
110033,2,61,3,,26641.29736,29707.23798,0
110034,2,35,3,2,7063.68194,7477.412123,0.59
110035,2,27,3,2,55279.0842,58809.46009,1.44
110036,2,50,1,,18726.56116,20578.67756,1.92
110037,1,69,1,,4016.892912,4262.436928,
110038,2,58,2,,11463.36586,11787.80831,4.14
110039,1,0,,,7165.459522,7975.586019,1.06
110040,1,28,3,,109078.906,128578.1292,0.82
110041,2,44,1,2,62781.97417,65870.3895,3.49
110042,2,62,2,,13815.03058,13998.76655,2.77
110043,1,37,2,,5016.193012,5416.565096,3.6
110044,2,15,,,50209.36174,52374.52363,2.01
110045,2,69,2,,33056.73261,43928.1281,
110046,1,0,,,6786.160301,7204.086139,1.26
110047,2,2,,,11029.66345,12882.53675,4.08
110048,2,14,,,3227.860438,3374.604683,
110049,2,14,,,23808.97951,25684.21082,
110050,2,71,1,,4622.998202,0,1.06
110051,1,0,,,2180.647275,2360.71495,
110052,1,42,1,,41355.60671,45366.68048,
110053,1,2,,,5927.57749,6609.0943,0.94
110054,1,44,2,,25764.38177,27879.9045,
110055,1,70,1,,7748.207307,8045.77719,2
110056,1,63,1,,38817.26057,41705.76251,
110057,1,69,1,,3140.356692,3234.148553,5
110058,2,5,,,17698.13388,19985.79306,0.78
110059,1,38,1,,74575.02687,80818.72711,5
110060,2,50,1,,7465.206358,0,2.82
110061,1,61,2,,15683.01586,17360.73724,2.32
110062,2,40,1,2,17853.60948,18052.6811,3.25
110063,2,18,,,3886.245638,4204.73603,0.4
110064,1,65,2,,120025.2223,141124.5408,5
110065,1,60,2,,18336.10918,17585.77345,3.18
110066,1,14,,,90757.71842,109116.8799,2.96
110067,1,25,1,,26840.23075,31551.46718,1.2
110068,2,77,2,,129020.0851,153702.7728,
110069,2,10,,,8585.282299,9061.083919,0.8
110070,2,41,1,2,20105.30969,21205.535,1.67
110071,1,59,1,,10314.25853,11534.72535,2.37
110072,2,15,,,5761.359305,6101.386722,0.1
110073,2,45,1,,24879.60804,0,1.38
110074,1,41,1,,40054.3671,39307.21213,4.63
110075,1,2,,,4386.846162,4866.407061,1.55
110076,1,28,3,,14989.7451,0,1.76
110077,2,6,,,4018.032782,4049.923985,1.2
110078,1,9,,,13062.81254,13879.75251,0.6
110079,2,54,2,,6465.932645,6858.205707,3.08
110080,1,9,,,40045.38178,0,4.47
110081,1,65,2,,4657.502677,4890.413259,0.92
110082,2,78,2,,20061.38675,22514.94717,
110083,2,21,3,2,11128.80224,12362.00809,
110084,1,2,,,16001.89648,18115.18578,2.29
110085,1,60,1,,9705.455373,10905.20264,3.69
110086,1,7,,,16023.91477,17730.14383,0
110087,1,62,1,,9257.172252,10167.67112,
110088,1,30,1,,38434.58483,43322.31408,1.7
110089,1,38,1,,51559.40398,0,
110090,1,56,1,,28434.95684,31670.06514,5
110091,2,39,2,2,21576.99092,22630.42012,0.73
110092,1,80,1,,12058.71545,13899.5415,4.43
110093,2,30,3,2,19447.07168,20786.554,0.02
110094,2,0,,,7014.131464,7337.043806,0.45
110095,1,14,,,5675.278365,6066.027878,
110096,1,66,3,,5954.965872,6163.583228,0
110097,2,9,,,16861.29608,18587.84919,1.42
110098,1,21,3,,23111.64417,26061.50549,
110099,2,11,,,17559.40286,18894.09849,4.9
110100,2,80,2,,23242.72366,0,1.6
110101,1,14,,,13993.06115,14943.08808,0.88
110102,2,45,1,,38304.01991,42721.43271,2.72
110103,1,80,2,,35452.72524,43567.62939,4.98
110104,2,13,,,15248.66136,16260.25781,1.46
110105,2,25,1,2,16067.63487,17354.4483,2.06
110106,1,7,,,10053.26905,10949.04874,2.2
110107,2,72,2,,21572.35754,23892.02406,
110108,2,4,,,8455.009744,9497.657035,
110109,2,17,,,9721.342386,10245.29083,2.44
110110,2,3,,,18246.31189,0,0.54
110111,2,11,,,10492.28849,10832.47596,1.04
110112,2,36,1,2,18014.33273,19343.26251,5
110113,1,9,,,9248.023542,10253.63723,
110114,2,44,1,2,47365.92877,47421.36862,4.62
110115,2,4,,,13957.00176,14976.24777,0.91
110116,2,35,1,2,40145.23149,40740.93024,3.11
110117,1,24,3,,13217.56874,13929.35112,
110118,1,37,2,,86045.57168,92005.41106,0.73
110119,1,14,,,10477.41467,0,5
110120,2,34,1,2,55278.29785,56409.714,1.1
110121,2,33,1,3,19249.91672,19284.34011,1.15
110122,2,13,,,6756.342257,0,0.89
110123,2,28,3,2,69195.93791,74030.31716,4.45
110124,2,55,1,,7742.700397,7824.545795,1.6
110125,2,60,2,,14482.85015,15168.25951,1.7
110126,2,1,,,3910.491298,0,1.29
110127,2,48,1,,28884.31625,28942.99109,2.89
110128,1,48,1,,23293.21935,25546.86052,2.44
110129,1,52,3,,8313.818675,8782.95256,0.24
110130,2,54,1,,36467.02843,39176.62041,1.1
110131,1,69,1,,11684.66808,12587.4955,0.8
110132,2,10,,,4370.878204,5339.651096,0.88
110133,1,13,,,23296.32109,25353.60434,1.45
110134,1,49,2,,25264.58052,27211.58965,1.19
110135,1,40,1,,73663.65467,76954.47247,5
110136,1,38,1,,24207.79983,26552.55643,1.88
110137,1,52,1,,7711.172228,8254.435268,1.92
110138,2,1,,,4605.441866,5420.273161,1.35
110139,1,41,1,,27065.17493,29803.61814,5
110140,1,7,,,6837.791959,8104.467097,0.59
110141,1,7,,,21869.94456,23120.3484,1.31
110142,1,61,1,,3929.592098,4137.29153,5
110143,1,12,,,35336.00105,37949.18897,0.73
110144,2,50,1,,5480.734953,5600.420487,
110145,2,13,,,7675.267469,8286.821237,4.31
110146,1,16,,,10760.89562,0,
110147,2,60,1,,20238.74036,21019.91452,3.4
110148,1,14,,,50641.81737,53029.93303,1.67
110149,1,1,,,5647.100275,6130.26607,0.68
110150,1,2,,,6477.614557,7097.891168,0.09
110151,2,63,1,,5300.35993,5619.434472,5
110152,2,3,,,8556.055701,9807.45768,0.74
110153,1,70,1,,7880.414648,8381.393729,3.65
110154,2,14,,,9829.527955,10167.31993,1.63
110155,1,22,3,,9980.566942,10750.103,1.72
110156,2,1,,,4950.734915,5831.371224,0.47
110157,1,51,1,,7188.54101,0,5
110158,1,1,,,12103.83034,12307.22548,3.25
110159,1,45,2,,114838.9423,125290.688,1.78
110160,1,13,,,13000.12764,13870.30962,1.37
110161,2,52,2,,18628.09588,20718.92178,0.59
110162,1,15,,,6729.783306,7145.1072,2.39
110163,2,13,,,12735.2947,13253.69947,0.92
110164,2,1,,,28036.2337,33359.19324,1.22
110165,1,54,2,,12324.64626,12627.13082,3.04
110166,2,16,,,8805.84252,9019.683087,1.69
110167,2,29,3,2,4330.450003,4591.934081,1.01
110168,2,54,1,,25582.03138,26548.7456,4.91
110169,1,30,2,,19983.52901,22754.8675,1.52
110170,1,4,,,8565.666383,9654.778398,5
110171,2,22,3,2,8679.02451,9447.807682,0.47
110172,2,53,2,,23238.10871,24870.19248,1.44
110173,1,27,3,,11578.29572,12985.23883,2.39
110174,1,25,1,,16674.74327,17661.10988,2.32
110175,1,30,3,,21634.68495,23420.39408,1.98
110176,2,38,1,2,60307.14383,63778.6853,3.18
110177,2,5,,,6823.080468,7557.593762,1.93
110178,2,57,1,,34410.77564,34563.83165,5
110179,2,9,,,12657.70201,14229.34711,2.52
110180,1,80,1,,27442.79671,31041.69074,
110181,2,12,,,13604.08963,14507.27337,5
110182,2,61,2,,55267.72005,54193.98411,2.48
110183,1,4,,,15029.87685,17472.60641,1.95
110184,2,59,1,,10516.43943,10832.72902,2.25
110185,2,80,1,,10884.09132,12720.73882,2.46
110186,2,27,3,2,11681.86049,12875.12168,0.85
110187,2,58,3,,6442.42011,6907.204522,0
110188,2,63,1,,9969.66924,10453.65282,1.84
110189,2,0,,,7691.709547,7857.335381,1.14
110190,2,19,,,12701.59079,12635.71922,2.24
110191,1,80,1,,21543.34316,24956.81204,
110192,1,9,,,27783.35231,31290.15653,4.81
110193,2,18,,,11365.16398,0,0.83
110194,2,74,2,,38956.55942,43051.70466,1.41
110195,1,14,,,10880.06272,12180.17958,1.87
110196,1,67,1,,8007.727888,8571.700781,1.46
110197,1,10,,,16734.20859,0,0
110198,1,35,1,,36524.00939,0,
110199,1,17,,,43452.72768,45510.58134,5
110200,2,60,2,,11213.83322,12035.65735,1.17
110201,1,37,1,,78520.43198,82185.13616,5
110202,1,8,,,5939.925679,6418.694455,1.1
110203,1,12,,,28676.83791,31577.97424,5
110204,1,70,1,,12891.3582,13846.51596,5
110205,1,13,,,27350.39507,30271.87572,4.2
110206,1,37,1,,17316.81616,18269.27861,1.01
110207,2,52,1,,13762.34714,14389.82456,
110208,2,57,2,,8459.076073,8679.000662,2.61
110209,2,5,,,38094.67084,41027.50782,2.85
110210,1,0,,,4168.280715,4629.176755,0.62
110211,2,43,1,2,29495.83129,30637.27429,1.81
110212,2,2,,,20863.79559,22771.09825,5
110213,2,25,1,2,59664.79484,62227.3007,2.15
110214,2,32,2,2,19548.83499,20516.5127,1.82
110215,2,0,,,7320.011336,7909.35379,
110216,1,10,,,15954.19456,17014.23695,1.02
110217,2,60,1,,34546.99418,37035.05198,5
110218,2,28,1,2,24426.87356,26321.97144,3.27
110219,1,2,,,22279.3945,25592.15169,3.04
110220,1,0,,,6581.611041,7225.239412,1.74
110221,1,80,1,,13031.94782,15899.30204,4.88
110222,1,18,,,94114.18486,98638.39579,
110223,1,71,1,,49243.50414,50960.42748,
110224,2,34,1,2,26932.6184,28637.71526,0.77
110225,1,17,,,14106.25011,15443.75588,3.3
110226,2,26,3,2,39179.32171,42481.52558,2.07
110227,2,7,,,25308.78614,27382.04267,1.18
110228,1,44,1,,19449.0118,20051.18624,5
110229,2,9,,,59374.50292,0,5
110230,1,6,,,2847.318692,0,3.5
110231,1,43,1,,21735.23768,0,
110232,1,62,3,,1955.477164,2089.693716,1.08
110233,1,5,,,13432.99686,14901.46415,3.96
110234,2,40,2,2,23705.77027,24778.56073,2.15
110235,1,41,2,,16404.23505,18575.79817,4.28
110236,1,39,1,,14002.8142,15439.98362,1.39
110237,2,14,,,22339.05335,23616.76982,0.76
110238,2,2,,,11460.39137,12368.35332,0.79
110239,1,16,,,58752.31669,0,5
110240,1,37,1,,45327.12119,51137.22994,1.91
110241,1,60,3,,4328.667876,4575.465524,3.96
110242,1,80,2,,5200.056534,5267.945929,
110243,2,29,3,2,29929.57585,33565.71479,0
110244,1,10,,,17990.84926,19427.86666,0.94
110245,2,12,,,6273.516211,7121.065242,4.31
110246,2,80,2,,8874.080095,11093.17216,
110247,2,31,1,2,23480.57223,24154.46906,1.99
110248,2,29,1,3,10520.68004,11010.77923,1.34
110249,2,13,,,8825.421866,9430.218069,4.61
110250,1,34,2,,19836.1199,21454.76693,1.06
110251,2,60,3,,3791.082427,4059.569113,0.73
110252,1,70,1,,8562.029376,8982.032014,1.11
110253,1,1,,,11500.85854,13883.16265,5
110254,1,60,1,,9866.002109,10315.48703,2.13
110255,1,11,,,11550.95673,11937.80536,0.58
110256,2,1,,,8463.023104,10471.68934,5
110257,1,0,,,1938.156563,2096.805364,0.83
110258,1,70,2,,6567.530597,7719.324361,1.66
110259,2,2,,,2171.945233,2405.757901,0.26
110260,1,11,,,13205.13654,16163.65387,0.91
110261,1,8,,,22611.40536,23338.68918,4.78
110262,1,10,,,7767.583825,8587.943189,1.22
110263,1,0,,,3539.910596,3696.043676,2.28
110264,1,63,1,,2735.244816,2922.981669,1.3
110265,1,42,3,,16123.45546,16008.38625,3.65
110266,2,29,1,2,12697.41785,13538.75825,
110267,1,15,,,53554.11329,58312.48134,3.03
110268,1,7,,,2998.613423,3461.497545,2.42
110269,2,1,,,24913.51192,28185.2209,1.83
110270,1,60,1,,5407.77273,5605.183452,1.05
110271,1,8,,,2346.700945,2500.427574,1.9
110272,1,45,1,,18168.41438,20379.97516,3.38
110273,2,75,1,,35039.50488,41682.12639,2.79
110274,2,80,2,,9448.388864,10596.54375,1.18
110275,1,12,,,10786.46446,12224.27679,0.51
110276,1,46,1,,95769.59325,98786.30434,4.41
110277,2,0,,,4312.628677,4116.817674,
110278,1,52,1,,5335.864043,0,1.1
110279,2,70,2,,10138.90032,11286.11634,1.03
110280,2,0,,,5018.906041,5520.339176,4.69
110281,1,14,,,11603.36829,12133.46838,
110282,2,12,,,8467.594002,10277.26918,3.98
110283,1,10,,,6114.629375,6607.479586,2.59
110284,1,14,,,16911.46246,17585.68085,0.85
110285,2,9,,,4243.400674,4852.517908,0.44
110286,1,43,2,,23711.314,24829.4998,2.47
110287,1,68,1,,59177.78225,66031.17056,5
110288,1,53,2,,12516.33866,0,1.8
110289,1,36,3,,40151.21112,44685.49643,2.52
110290,1,63,1,,6321.796172,6648.313458,0.74
110291,1,64,1,,75838.50914,80797.59378,5
110292,1,79,1,,11979.40394,14259.27162,2.79
110293,1,21,3,,18019.33703,18720.25644,1.77
110294,2,14,,,4155.604568,4717.705165,1.03
110295,2,77,2,,20323.15629,24589.61382,1.64
110296,1,48,3,,12660.40562,13406.04922,0.98
110297,1,16,,,5571.892465,5738.230764,0.4
110298,1,14,,,12767.62734,13044.04657,4.27
110299,1,0,,,4405.222595,0,5
110300,2,80,2,,9014.82623,9713.73163,0.7
110301,1,0,,,7068.38463,7895.415452,0.78
110302,2,38,3,2,8347.86245,8800.160409,3.55
110303,1,7,,,17636.27043,18710.03828,2.35
110304,1,36,1,,14714.83951,16243.63553,
110305,2,19,,,17216.55272,17869.22374,1.52
110306,2,53,1,,6896.730897,7284.665839,0.04
110307,1,27,3,,25213.03443,27895.69211,1.32
110308,2,80,1,,25450.03226,29763.67692,5
110309,1,19,,,13043.40606,13930.06843,4.1
110310,2,74,2,,30316.08036,33065.08906,1.79
110311,2,79,1,,67230.70824,74573.45255,2.46
110312,2,17,,,36625.36768,38720.21185,1.91
110313,2,10,,,4504.846936,4765.178576,1.5
110314,2,37,3,2,4923.434715,5302.176488,
110315,2,18,,,7673.252127,8022.091739,1.07
110316,2,10,,,15149.11168,16864.4246,1.46
110317,2,64,1,,10029.0028,10341.06588,2.24
110318,1,61,1,,7307.137126,7850.989831,4.25
110319,2,34,1,2,14144.64839,15041.02673,2.63
110320,2,5,,,17882.28672,0,1.54
110321,1,46,1,,25859.08039,27140.73706,4.6
110322,1,46,1,,13253.83894,14005.44606,0.29
110323,2,48,2,,46841.77306,52637.81525,
110324,1,10,,,4649.262924,4998.311378,2.49
110325,2,0,,,14556.97102,15020.32841,3.02
110326,1,39,1,,73292.63208,77748.4078,5
110327,2,11,,,5514.721622,5934.178822,1.7
110328,1,63,2,,62587.90788,71886.80183,
110329,1,80,1,,9700.618933,11153.02796,1.36
110330,1,16,,,7090.855688,7535.219795,5
110331,1,8,,,16201.181,18660.18223,2.06
110332,2,49,2,,12504.6603,14393.23758,1.8
110333,1,0,,,7979.095224,0,0.4
110334,1,3,,,46255.14784,51518.83025,3.25
110335,1,3,,,23384.74015,27009.54935,0.61
110336,2,61,2,,180881.596,195271.9109,3.86
110337,1,2,,,1241.066032,1371.440366,0.61
110338,1,8,,,26016.49297,30460.69334,3.44
110339,2,79,2,,39188.45228,0,1.48
110340,2,4,,,19468.64315,21918.54009,2.73
110341,1,49,1,,23258.55609,25655.36438,0.61
110342,2,34,1,2,13055.58064,13446.92655,1.73
110343,2,9,,,14453.6281,15578.75709,4.07
110344,2,66,2,,15370.12199,0,0.85
110345,2,14,,,5902.314078,6964.944601,2.15
110346,1,4,,,8455.381223,9687.152137,0.78
110347,1,32,3,,10628.29001,12003.41133,4.16
110348,1,2,,,12311.16305,13965.82656,3.43
110349,2,2,,,10988.02675,12563.36799,3.5
110350,2,67,1,,5921.890584,6053.655254,2.11
110351,1,49,1,,41887.94713,47195.67216,
